LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,Unnamed: 15,PARAM_TYPE,NOTE
Central Venous Pressure,Central Venous Pressure,CVP,ready,,220074,Central Venous Pressure,mmHg,chartevents,514118,Hemodynamics,,,,metavision,,Numeric,
,,Parameters Checked,,,224168,Parameters Checked,,chartevents,507114,Alarms,,,,metavision,,Checkbox,
,Base Excess,Base Excess,ready,,50802,BASE EXCESS,,labevents,490695,BLOOD GAS,,BLOOD,11555-0,,,,
PO2,PO2,,ready,,50821,PO2,,labevents,490672,BLOOD GAS,,BLOOD,11556-8,,,,
,,PEEP set,,,220339,PEEP set,cmH2O,chartevents,480563,Respiratory,,,,metavision,,Numeric,
Pmean,Pmean,Mean Airway Pressure,ready,,224697,Mean Airway Pressure,cmH2O,chartevents,467046,Respiratory,,,,metavision,,Numeric,
Tidal Volume Observed,Tidal Volume Observed,Tidal Volume (observed),ready,,224685,Tidal Volume (observed),mL,chartevents,458370,Respiratory,,,,metavision,,Numeric,
,,MV Alarm - High,,,220293,Minute Volume Alarm - High,L/min,chartevents,456561,Alarms,,,,metavision,,Numeric,
,,MV Alarm - Low,,,220292,Minute Volume Alarm - Low,L/min,chartevents,456184,Alarms,,,,metavision,,Numeric,
,,Apnea Interval,,,223876,Apnea Interval,sec,chartevents,455799,Respiratory,,,,metavision,,Numeric,
,,Paw High,,,223873,Paw High,cmH2O,chartevents,455197,Respiratory,,,,metavision,,Numeric,
Ppeak,Peak Insp. Pressure,Peak Insp. Pressure,ready,,224695,Peak Insp. Pressure,cmH2O,chartevents,454192,Respiratory,,,,metavision,,Numeric,
Minute Volume,Minute Volume,Minute Volume,ready,,224687,Minute Volume,L/min,chartevents,450204,Respiratory,,,,metavision,,Numeric,
,,Vti High,,,223874,Vti High,mL,chartevents,448412,Respiratory,,,,metavision,,Numeric,
Tidal Volume,Tidal Volume,Tidal Volume (spontaneous),,,224686,Tidal Volume (spontaneous),mL,chartevents,277015,Respiratory,,,,metavision,,Numeric,
,,Richmond-RAS Scale,,,228096,Richmond-RAS Scale,,,272471,Pain/Sedation,,,,metavision,,Text,
,,Back Care,,,225187,Back Care,,chartevents,257927,Treatments,,,,metavision,,Checkbox,
,,Skin Care,,,225185,Skin Care,,chartevents,255371,Treatments,,,,metavision,,Checkbox,
,,IT,,,224738,Inspiratory Time,sec,chartevents,222354,Respiratory,,,,metavision,,Numeric,
Respiratory Rate Set,Respiratory Rate Set,Respiratory Rate (Set),ready,,224688,Respiratory Rate (Set),insp/min,chartevents,219399,Respiratory,,,,metavision,,Numeric,
,,HR Alarm - Low,,,220047,Heart Rate Alarm - Low,bpm,chartevents,216035,Alarms,,,,metavision,,Numeric,
,,HR Alarm - High,,,220046,Heart rate Alarm - High,bpm,chartevents,215878,Alarms,,,,metavision,,Numeric,
,,SpO2 Alarm - Low,,,223770,O2 Saturation Pulseoxymetry Alarm - Low,%,chartevents,213457,Alarms,,,,metavision,,Numeric,
,,SpO2 Alarm - High,,,223769,O2 Saturation Pulseoxymetry Alarm - High,%,chartevents,212442,Alarms,,,,metavision,,Numeric,
,,Resp Alarm - High,,,224161,Resp Alarm - High,insp/min,chartevents,211533,Alarms,,,,metavision,,Numeric,
,,Resp Alarm - Low,,,224162,Resp Alarm - Low,insp/min,chartevents,211394,Alarms,,,,metavision,,Numeric,
Tidal Volume Set,Tidal Volume Set,Tidal Volume (set),ready,,224684,Tidal Volume (set),mL,chartevents,209506,Respiratory,,,,metavision,,Numeric,
Expiratory Ratio,Expiratory Ratio,Expiratory Ratio,ready,,226871,Expiratory Ratio,None,chartevents,207294,Respiratory,,,,metavision,,Numeric,
Inspiratory Ratio,Inspiratory Ratio,Inspiratory Ratio,ready,,226873,Inspiratory Ratio,None,chartevents,206831,Respiratory,,,,metavision,,Numeric,
,,O2 Flow,,,223834,O2 Flow,L/min,chartevents,202279,Respiratory,,,,metavision,,Numeric,
,,SpO2 Desat Limit,,,226253,SpO2 Desat Limit,%,chartevents,200815,Alarms,,,,metavision,,Numeric,
,,Fspn High,,,223875,Fspn High,insp/min,chartevents,195705,Respiratory,,,,metavision,,Numeric,
,,Arterial Line Dressing Occlusive,,,227292,Arterial Line Dressing Occlusive,,chartevents,182071,Access Lines - Invasive,,,,metavision,,Checkbox,
,,20 Gauge Dressing Occlusive,,,227368,20 Gauge Dressing Occlusive,,chartevents,179907,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Arterial Line placed in outside facility,,,226107,Arterial Line placed in outside facility,,chartevents,179250,Access Lines - Invasive,,,,metavision,,Checkbox,
,,20 Gauge placed in outside facility,,,226138,20 Gauge placed in outside facility,,chartevents,178564,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,,,,51200,EOSINOPHILS,,labevents,172144,HEMATOLOGY,,BLOOD,711-2,,,,
,,,,,50812,INTUBATED,,labevents,163680,BLOOD GAS,,BLOOD,,,,,
,,NBP Alarm - Low,,,223752,Non-Invasive Blood Pressure Alarm - Low,mmHg,chartevents,155167,Alarms,,,,metavision,,Numeric,
,,NBP Alarm - High,,,223751,Non-Invasive Blood Pressure Alarm - High,mmHg,chartevents,155051,Alarms,,,,metavision,,Numeric,
,,Multi Lumen Dressing Occlusive,,,227293,Multi Lumen Dressing Occlusive,,chartevents,144018,Access Lines - Invasive,,,,metavision,,Checkbox,
Arterial O2 pressure,Arterial O2 pressure,PO2 (Arterial),ready,,220224,Arterial O2 pressure,mmHg,chartevents,140229,Labs,,,,metavision,,Numeric,
,,Arterial Base Excess,,,224828,Arterial Base Excess,None,chartevents,140198,Labs,,,,metavision,,Numeric,
,,Multi Lumen placed in outside facility,,,226113,Multi Lumen placed in outside facility,,chartevents,140058,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Phosphorous,,,225677,Phosphorous,None,chartevents,135440,Labs,,,,metavision,,Numeric,
,,18 Gauge Dressing Occlusive,,,227367,18 Gauge Dressing Occlusive,,chartevents,132549,Access Lines - Peripheral,,,,metavision,,Checkbox,
CK,CK,,ready,,50910,CREATINE KINASE (CK),,labevents,132404,CHEMISTRY,,BLOOD,6/1/2157,,,,
,,18 Gauge placed in outside facility,,,226137,18 Gauge placed in outside facility,,chartevents,131516,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,,,,50825,TEMPERATURE,,labevents,129454,BLOOD GAS,,BLOOD,,,,,
,,Subglottal Suctioning,,,226169,Subglottal Suctioning,,chartevents,129295,Treatments,,,,metavision,,Checkbox,
,,Odor #1,,,224564,Impaired Skin Odor #1,,chartevents,128451,Skin - Impairment,,,,metavision,,Checkbox,
,,,,,50816,OXYGEN,,labevents,127978,BLOOD GAS,,BLOOD,19994-3,,,,
,,PAPd,,,220060,Pulmonary Artery Pressure diastolic,mmHg,chartevents,127168,Hemodynamics,,,,metavision,,Numeric,
,,PAPs,,,220059,Pulmonary Artery Pressure systolic,mmHg,chartevents,127080,Hemodynamics,,,,metavision,,Numeric,
,,PAPm,,,220061,Pulmonary Artery Pressure mean,mmHg,chartevents,125781,Hemodynamics,,,,metavision,,Numeric,
,,Eye Care,,,225184,Eye Care,,chartevents,125581,Treatments,,,,metavision,,Checkbox,
,,Inspired Gas Temp.,,,223872,Inspired Gas Temp.,?C,chartevents,124630,Respiratory,,,,metavision,,Numeric,
,,PSV Level,,,224701,PSV Level,cmH2O,chartevents,117872,Respiratory,,,,metavision,,Numeric,
,,,,,51498,SPECIFIC GRAVITY,,labevents,115866,HEMATOLOGY,,URINE,5/1/5811,,,,
CK MB,CK MB,CK MB,,,50911,"CREATINE KINASE, MB ISOENZYME",,labevents,115807,CHEMISTRY,,BLOOD,6/1/6773,,,,
,,20 Gauge placed in the field,,,228100,20 Gauge placed in the field,,chartevents,106779,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,,,,51492,PROTEIN,,labevents,106418,HEMATOLOGY,,URINE,5804-0,,,,
,,ST Segment Monitoring On,,,228305,ST Segment Monitoring On,,chartevents,104325,Alarms,,,,metavision,,Checkbox,
,,,,,51514,UROBILINOGEN,,labevents,101816,Hematology,,Urine,5818-0,,,,
,,,,,51484,KETONE,,labevents,101623,Hematology,,Urine,6/1/5797,,,,
,,,,,51508,URINE COLOR,,labevents,100376,Hematology,,Urine,6/1/5778,,,,
,,,,,51506,URINE APPEARANCE,,labevents,99838,Hematology,,Urine,9/1/5767,,,,
,,,,,51466,BLOOD,,labevents,99725,Hematology,,Urine,3/1/5794,,,,
,,,,,51487,NITRITE,,labevents,99674,Hematology,,Urine,4/1/5802,,,,
Leukocytes,Leukocytes,,,,51486,Leukocytes,,labevents,97624,Hematology,,Urine,2/1/5799,,,,
,,Code Status,,,223758,Code Status,,,93174,General,,,,metavision,,Text,
,,ICP,,,220765,Intra Cranial Pressure,mmHg,chartevents,92306,Hemodynamics,,,,metavision,,Numeric,
,,High risk (>51) interventions,,,227349,High risk (>51) interventions,,chartevents,91625,Restraint/Support Systems,,,,metavision,,Checkbox,
,,ABP Alarm - Low,,,220056,Arterial Blood Pressure Alarm - Low,mmHg,chartevents,86157,Alarms,,,,metavision,,Numeric,
,,ABP Alarm - High,,,220058,Arterial Blood Pressure Alarm - High,mmHg,chartevents,86083,Alarms,,,,metavision,,Numeric,
,,,,,51519,YEAST,,labevents,85465,HEMATOLOGY,,URINE,2/1/5822,,,,
,,PICC Line Dressing Occlusive,,,227358,PICC Line Dressing Occlusive,,chartevents,84822,Access Lines - Invasive,,,,metavision,,Checkbox,
Tidal Volume,Tidal Volume,,ready,,50826,TIDAL VOLUME,,labevents,83808,BLOOD GAS,,BLOOD,20112-9,,,,
,,,,,51476,EPITHELIAL CELLS,,labevents,83206,HEMATOLOGY,,URINE,7/1/5787,,,,
,,Ventilator Tank #1,,,227565,Ventilator Tank #1,None,chartevents,82167,Respiratory,,,,metavision,,Numeric,
,,Ventilator Tank #2,,,227566,Ventilator Tank #2,None,chartevents,82115,Respiratory,,,,metavision,,Numeric,
,,Chest Tube #1,,,226588,Chest Tube #1,mL,outputevents,81128,Output,,,,metavision,,Numeric,
,,PICC Line placed in outside facility,,,226115,PICC Line placed in outside facility,,chartevents,80818,Access Lines - Invasive,,,,metavision,,Checkbox,
,,18 Gauge placed in the field,,,228099,18 Gauge placed in the field,,chartevents,78672,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Arterial Line Zero/Calibrate,,,225210,Arterial Line Zero/Calibrate,,chartevents,78475,Access Lines - Invasive,,,,metavision,,Checkbox,
,,CPP,,,227066,Cerebral Perfusion Pressure,mmHg,chartevents,77626,Hemodynamics,,,,metavision,,Numeric,
,,,,,50827,VENTILATION RATE,,labevents,77611,BLOOD GAS,,BLOOD,,,,,
,,Cough/Deep Breath,,,225188,Cough/Deep Breath,,chartevents,76848,Treatments,,,,metavision,,Checkbox,
,,,,,51144,BANDS,,labevents,75588,HEMATOLOGY,,BLOOD,763-3,,,,
Plateau Pressure,Plateau Pressure,Plateau Pressure,ready,,224696,Plateau Pressure,cmH2O,chartevents,75376,Respiratory,,,,metavision,,Numeric,
,,,,,51463,BACTERIA,,labevents,73412,HEMATOLOGY,,URINE,5/1/5769,,,,
,,Odor #2,,,224923,Impaired Skin Odor #2,,chartevents,73139,Skin - Impairment,,,,metavision,,Checkbox,
,,,,,50956,LIPASE,,labevents,65375,CHEMISTRY,,BLOOD,3/1/3040,,,,
Amylase,Amylase,,ready,,50867,AMYLASE,,labevents,63664,CHEMISTRY,,BLOOD,8/1/1798,,,,
,,,,,50920,ESTIMATED GFR (MDRD EQUATION),,labevents,63253,CHEMISTRY,,BLOOD,33914-3,,,,
,,Void,,,226560,Void,mL,outputevents,63020,Output,,,,metavision,,Numeric,
,,Bed Bath,,,225313,Bed Bath,,chartevents,62146,Treatments,,,,metavision,,Checkbox,
,,Blood Temp CCO (C),,,226329,Blood Temperature CCO (C),?C,chartevents,61763,Routine Vital Signs,,,,metavision,,Numeric,
,,,,,51233,HYPOCHROMIA,,labevents,61634,HEMATOLOGY,,BLOOD,728-6,,,,
,,,,,51137,ANISOCYTOSIS,,labevents,61381,HEMATOLOGY,,BLOOD,702-1,,,,
,,SvO2,,,223772,SvO2,%,chartevents,61268,Hemodynamics,,,,metavision,,Numeric,
,,CO (CCO),,,224842,Cardiac Output (CCO),L/min,chartevents,61260,Hemodynamics,,,,metavision,,Numeric,
,,,,,51246,MACROCYTES,,labevents,60837,HEMATOLOGY,,BLOOD,738-5,,,,
,,,,,50828,VENTILATOR,,labevents,60544,BLOOD GAS,,BLOOD,,,,,
,,,,,51251,METAMYELOCYTES,,labevents,59207,HEMATOLOGY,,BLOOD,28541-1,,,,
,,,,,51255,MYELOCYTES,,labevents,59159,HEMATOLOGY,,BLOOD,26498-6,,,,
,,Access Pressure,,,224149,Access Pressure,mmHg,chartevents,58492,Dialysis,,,,metavision,,Numeric,
,,Filter Pressure,,,224150,Filter Pressure,mmHg,chartevents,58454,Dialysis,,,,metavision,,Numeric,
,,Effluent Pressure,,,224151,Effluent Pressure,mmHg,chartevents,58383,Dialysis,,,,metavision,,Numeric,
,,Return Pressure,,,224152,Return Pressure,mmHg,chartevents,58351,Dialysis,,,,metavision,,Numeric,
,,,,,51252,MICROCYTES,,labevents,58059,HEMATOLOGY,,BLOOD,741-9,,,,
,,,,,51267,POIKILOCYTOSIS,,labevents,55886,HEMATOLOGY,,BLOOD,779-9,,,,
,,,,,51009,VANCOMYCIN,,labevents,54744,CHEMISTRY,,BLOOD,20578-1,,,,
,,Site Length #1,,,224562,Impaired Skin Length #1,cm,chartevents,53288,Skin - Impairment,,,,metavision,,Numeric,
,,Intravenous  / IV access prior to admission,,,225103,Intravenous  / IV access prior to admission,,chartevents,52107,Adm History/FHPA,,,,metavision,,Checkbox,
,,Site Width #1,,,224846,Impaired Skin Width #1,cm,chartevents,51206,Skin - Impairment,,,,metavision,,Numeric,
,,,,,51268,POLYCHROMASIA,,labevents,47280,HEMATOLOGY,,BLOOD,10378-8,,,,
,,,,,51087,LENGTH OF URINE COLLECTION,,labevents,46834,CHEMISTRY,,URINE,13362-9,,,,
,,Odor #3,,,224924,Impaired Skin Odor #3,,chartevents,46553,Skin - Impairment,,,,metavision,,Checkbox,
Fibrinogen,Fibrinogen,Fibrinogen,ready,,51214,"FIBRINOGEN, FUNCTIONAL",,labevents,45935,HEMATOLOGY,,BLOOD,7/1/3255,,,,
,,MDI #1 Puff,,,224169,MDI #1 Puff,None,chartevents,45826,Respiratory,,,,metavision,,Numeric,
,,,,,51266,PLATELET SMEAR,,labevents,44151,HEMATOLOGY,,BLOOD,778-1,,,,
,,Self ADL,,,225092,Self ADL,,chartevents,42648,Adm History/FHPA,,,,metavision,,Checkbox,
,,22 Gauge Dressing Occlusive,,,227369,22 Gauge Dressing Occlusive,,chartevents,41112,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,History of slips / falls,,,225094,History of slips / falls,,chartevents,40691,Adm History/FHPA,,,,metavision,,Checkbox,
,,22 Gauge placed in outside facility,,,226139,22 Gauge placed in outside facility,,chartevents,40666,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Cuff Pressure,,,224417,Cuff Pressure,cmH2O,chartevents,40523,Respiratory,,,,metavision,,Numeric,
,,Incentive Spirometry,,,225189,Incentive Spirometry,,chartevents,39428,Treatments,,,,metavision,,Checkbox,
,,CVP Alarm - High,,,220072,Central Venous Pressure Alarm - High,mmHg,chartevents,37335,Alarms,,,,metavision,,Numeric,
,,CVP Alarm - Low,,,220073,Central Venous Pressure  Alarm - Low,mmHg,chartevents,37288,Alarms,,,,metavision,,Numeric,
,,16 Gauge Dressing Occlusive,,,227366,16 Gauge Dressing Occlusive,,chartevents,36654,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Visual / hearing deficit,,,225087,Visual / hearing deficit,,chartevents,36392,Adm History/FHPA,,,,metavision,,Checkbox,
,,ETOH,,,225106,ETOH,,chartevents,36234,Adm History/FHPA,,,,metavision,,Checkbox,
,,16 Gauge placed in outside facility,,,226136,16 Gauge placed in outside facility,,chartevents,36199,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Multi Lumen Zero/Calibrate,,,225206,Multi Lumen Zero/Calibrate,,chartevents,35785,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Difficulty swallowing,,,225118,Difficulty swallowing,,chartevents,35691,Adm History/FHPA,,,,metavision,,Checkbox,
,,Dialysis patient,,,225126,Dialysis patient,,chartevents,34174,Adm History/FHPA,,,,metavision,,Checkbox,
,,Currently experiencing pain,,,225113,Currently experiencing pain,,chartevents,33848,Adm History/FHPA,,,,metavision,,Checkbox,
,,Dialysis Catheter Dressing Occlusive,,,227357,Dialysis Catheter Dressing Occlusive,,chartevents,33433,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Is the spokesperson the Health Care Proxy,,,225067,Is the spokesperson the Health Care Proxy,,chartevents,33335,Adm History/FHPA,,,,metavision,,Checkbox,
,,Site Length #2,,,224916,Impaired Skin Length #2,cm,chartevents,32675,Skin - Impairment,,,,metavision,,Numeric,
,,Recreational drug use,,,225110,Recreational drug use,,chartevents,32212,Adm History/FHPA,,,,metavision,,Checkbox,
,,Dialysis Cath placed in outside facility,,,226118,Dialysis Catheter placed in outside facility,,chartevents,32078,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Site Width #2,,,224951,Impaired Skin Width #2,cm,chartevents,31423,Skin - Impairment,,,,metavision,,Numeric,
,,Any fear in relationships,,,225074,Any fear in relationships,,chartevents,30995,Adm History/FHPA,,,,metavision,,Checkbox,
,,Special diet,,,225122,Special diet,,chartevents,30876,Adm History/FHPA,,,,metavision,,Checkbox,
,,Social work consult,,,225078,Social work consult,,chartevents,30434,Adm History/FHPA,,,,metavision,,Checkbox,
,,Odor #4,,,224925,Impaired Skin Odor #4,,chartevents,29513,Skin - Impairment,,,,metavision,,Checkbox,
,,,,,50993,THYROID STIMULATING HORMONE,,labevents,28221,CHEMISTRY,,BLOOD,3/1/3016,,,,
,,Sexuality / reproductive problems,,,226180,Sexuality / reproductive problems,,chartevents,27621,Adm History/FHPA,,,,metavision,,Checkbox,
,,Emotional / physical / sexual harm,,,225076,Emotional / physical / sexual harm by partner or close relation,,chartevents,27071,Adm History/FHPA,,,,metavision,,Checkbox,
,,Cerebral Ventricular #1,,,226606,Cerebral Ventricular #1,mL,outputevents,26915,Drains,,,,metavision,,Numeric,
,,,,,50933,GREEN TOP HOLD (PLASMA),,labevents,26855,CHEMISTRY,,BLOOD,,,,,
,,CK (CPK),,,225634,CK (CPK),None,chartevents,26561,Labs,,,,metavision,,Numeric,
,,Cordis/Introducer Dressing Occlusive,,,227350,Cordis/Introducer Dressing Occlusive,,chartevents,26311,Access Lines - Invasive,,,,metavision,,Checkbox,
,,,,,51100,"SODIUM, URINE",,labevents,25997,CHEMISTRY,,URINE,3/1/2955,,,,
,,TF Residual,,,227510,TF Residual,mL,outputevents,25849,Output,,,,metavision,,Numeric,
,,Temp Pacemaker Wires Venticular,,,223962,Temporary Pacemaker Wires Venticular,None,chartevents,25498,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
,,,,,51000,TRIGLYCERIDES,,labevents,24987,CHEMISTRY,,BLOOD,4/1/1644,,,,
,,Temp Pacemaker Rate,,,224751,Temporary Pacemaker Rate,bpm,chartevents,24924,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
,,22 Gauge placed in the field,,,228101,22 Gauge placed in the field,,chartevents,24924,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Cordis/Introducer placed in outside facility,,,226109,Cordis/Introducer placed in outside facility,,chartevents,24786,Access Lines - Invasive,,,,metavision,,Checkbox,
,,Temp Pacemaker Wires Atrial,,,224839,Temporary Pacemaker Wires Atrial,None,chartevents,24754,Cardiovascular (Pacer Data),,,,metavision,,Numeric,
,,Insulin pump,,,228236,Insulin pump,,chartevents,24585,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,51218,GRANULOCYTE COUNT,,labevents,24375,HEMATOLOGY,,BLOOD,30394-1,,,,
,,,,,50979,RED TOP HOLD,,labevents,23831,CHEMISTRY,,BLOOD,,,,,
,,PA Line cm Mark,,,223773,PA Line cm Mark,cm,chartevents,23690,Hemodynamics,,,,metavision,,Numeric,
,,PCA dose,,,224328,PCA dose,None,chartevents,23170,Pain/Sedation,,,,metavision,,Numeric,
,,LDH,,,220632,LDH,None,chartevents,23125,Labs,,,,metavision,,Numeric,
,,PCA lockout (min),,,224329,PCA lockout (min),min,chartevents,23044,Pain/Sedation,,,,metavision,,Numeric,
,,PCA 1 hour limit,,,224330,PCA 1 hour limit,None,chartevents,23003,Pain/Sedation,,,,metavision,,Numeric,
,,,,,50908,CK-MB INDEX,,labevents,22911,CHEMISTRY,,BLOOD,20569-0,,,,
,,,,,50967,PHENYTOIN,,labevents,22453,CHEMISTRY,,BLOOD,7/1/3967,,,,
,,,,,50823,REQUIRED O2,,labevents,22057,BLOOD GAS,,BLOOD,,,,,
,,,,,50801,ALVEOLAR-ARTERIAL GRADIENT,,labevents,22016,BLOOD GAS,,BLOOD,19991-9,,,,
,,16 Gauge placed in the field,,,228098,16 Gauge placed in the field,,chartevents,21942,Access Lines - Peripheral,,,,metavision,,Checkbox,
,,Site Length #3,,,224917,Impaired Skin Length #3,cm,chartevents,21929,Skin - Impairment,,,,metavision,,Numeric,
,,,,,50887,BLUE TOP HOLD,,labevents,21880,CHEMISTRY,,BLOOD,,,,,
,,MDI #2 Puff,,,224172,MDI #2 Puff,None,chartevents,21800,Respiratory,,,,metavision,,Numeric,
,,Jackson Pratt #1,,,226599,Jackson Pratt #1,mL,outputevents,21665,Drains,,,,metavision,,Numeric,
,,Site Width #3,,,224952,Impaired Skin Width #3,cm,chartevents,21435,Skin - Impairment,,,,metavision,,Numeric,
,,Unable to assess psychological,,,225070,Unable to assess psychological,,chartevents,21333,Adm History/FHPA,,,,metavision,,Checkbox,
,,Differential-Basos,,,225639,Differential-Basos,None,chartevents,20425,Labs,,,,metavision,,Numeric,
,,Differential-Lymphs,,,225641,Differential-Lymphs,None,chartevents,20425,Labs,,,,metavision,,Numeric,
,,Differential-Monos,,,225642,Differential-Monos,None,chartevents,20425,Labs,,,,metavision,,Numeric,
,,Differential-Neuts,,,225643,Differential-Neuts,None,chartevents,20425,Labs,,,,metavision,,Numeric,
,,Differential-Eos,,,225640,Differential-Eos,None,chartevents,20424,Labs,,,,metavision,,Numeric,
,,CK-MB,,,227445,CK-MB,None,chartevents,20378,Labs,,,,metavision,,Numeric with tag,
,,Site Depth #1,,,224563,Impaired Skin Depth #1,cm,chartevents,19805,Skin - Impairment,,,,metavision,,Numeric,
,,O2 Flow (additional cannula),,,227287,O2 Flow (additional cannula),L/min,chartevents,19339,Respiratory,,,,metavision,,Numeric,
,,PCA inject,,,224332,PCA inject,None,chartevents,19287,Pain/Sedation,,,,metavision,,Numeric,
,,Odor #5,,,224926,Impaired Skin Odor #5,,chartevents,19225,Skin - Impairment,,,,metavision,,Checkbox,
,,PCA attempt,,,224663,PCA attempt,None,chartevents,19216,Pain/Sedation,,,,metavision,,Numeric,
,,,,,51093,"OSMOLALITY, URINE",,labevents,18842,CHEMISTRY,,URINE,5/1/2695,,,,
,,,,,50964,"OSMOLALITY, MEASURED",,labevents,18817,CHEMISTRY,,BLOOD,2/1/2692,,,,
,,CO (Arterial),,,227543,CO (Arterial),L/min,chartevents,18609,Hemodynamics,,,,metavision,,Numeric,
,,,,,51007,URIC ACID,,labevents,18355,CHEMISTRY,,BLOOD,1/1/3084,,,,
,,Unable to assess nutrition / education,,,225117,Unable to assess nutrition / education,,chartevents,18237,Adm History/FHPA,,,,metavision,,Checkbox,
,,,,,50952,IRON,,labevents,18207,CHEMISTRY,,BLOOD,4/1/2498,,,,
,,,,,50903,CHOLESTEROL RATIO (TOTAL/HDL),,labevents,18128,CHEMISTRY,,BLOOD,9/1/9322,,,,
,,Hematocrit (whole blood - calc),,,226540,Hematocrit (whole blood - calc),None,chartevents,18080,Labs,,,,metavision,,Numeric,
,,,,,50924,FERRITIN,,labevents,17948,CHEMISTRY,,BLOOD,4/1/2276,,,,
,,PH (dipstick),,,220734,PH (dipstick),None,chartevents,17524,Labs,,,,metavision,,Numeric,
,,Discharge needs,,,225133,Discharge needs,,chartevents,17453,Adm History/FHPA,,,,metavision,,Checkbox,
,,CHG Bath,,,228137,CHG Bath,,chartevents,17394,Treatments,,,,metavision,,Checkbox,
,,,,,50998,TRANSFERRIN,,labevents,17285,CHEMISTRY,,BLOOD,7/1/2500,,,,
,,,,,50953,"IRON BINDING CAPACITY, TOTAL",,labevents,17231,CHEMISTRY,,BLOOD,7/1/2500,,,,
,,Specific Gravity (urine),,,227471,Specific Gravity (urine),None,chartevents,17199,Labs,,,,metavision,,Numeric with tag,
